;Age;Attrition;BusinessTravel;DailyRate;Department;DistanceFromHome;Education;EducationField;employeecount;employeenumber;EnvironmentSatisfaction;Gender;HourlyRate;JobInvolvement;JobLevel;JobRole;JobSatisfaction;MaritalStatus;MonthlyIncome;MonthlyRate;NUMCOMPANIESWORKED;Over18;OverTime;PercentSalaryHike;PerformanceRating;RelationshipSatisfaction;StandardHours;StockOptionLevel;TOTALWORKINGYEARS;TrainingTimesLastYear;WORKLIFEBALANCE;YearsAtCompany;YearsInCurrentRole;YearsSinceLastPromotion;YEARSWITHCURRMANAGER;SameAsMonthlyIncome;DateBirth;Salary;RoleDepartament;NUMBERCHILDREN;RemoteWork
114;51;No;travel_rarely;1469,0$;;8;4;Life Sciences;1;nan;2;0;81;2;3; RESEArCh dIRECTOR ;2;Married;12490;15736;5;;No;16;3;4;nan;2;16;5;1;10;nan;4;7;12490;1972;1000000000$;;;0
115;34;No;;470,0$;;-39;4;Life Sciences;1;339;39;0;84;2;2; MAnufACturiNg dIReCtOR ;1;;nan;23687;6;;;13;3;2;nan;1;13;3;3;11;nan;5;9;nan;1989;1000000000$;;;1
116;35;No;travel_rarely;1232,0$;;16;3;;1;406;3;0;96;3;3; Sales ExEcUTIvE ;2;Married;8020;5100;0;Y;;15;3;3;nan;2;12;3;2;11;nan;6;9;8020;1988;1000000000$;;;1
117;45;No;travel_frequently;1249,0$;;7;3;Life Sciences;1;nan;1;0;97;3;3; LaboRaTOrY techNiciaN ;1;;nan;20308;1;Y;;18;3;1;nan;1;24;2;3;24;nan;9;11;nan;1978;1000000000$;;;Yes
118;39;No;;117,0$;;10;1;;1;429;3;0;99;3;4; ManageR ;1;Married;17068;5355;1;;;14;nan;4;nan;0;21;3;3;21;nan;11;10;17068;1984;1000000000$;;;Yes
119;31;No;;798,0$;;7;2;;1;nan;3;1;48;2;3; MANufacTUrinG diREcTor ;3;Married;8943;14034;1;;No;24;4;1;nan;1;10;2;3;10;nan;8;9;8943;1992;1000000000$;;;False
120;39;No;;672,0$; Research & Development ;7;2;;1;444;3;0;54;2;5; manAgER ;4;Married;19272;21141;1;Y;;15;3;1;nan;1;nan;2;3;21;nan;13;3;19272;1984;1000000000$; manAgER  -  Research & Development ;;True
121;45;No;travel_rarely;549,0$;;8;4;;1;452;4;0;75;3;2; RESearCH scienTIST ;4;;nan;9278;9;Y;No;14;3;1;80;2;12;3;3;10;nan;9;8;nan;1978;1000000000$;;;True
122;30;No;travel_rarely;570,0$; Sales ;5;3;Marketing;1;456;4;1;30;2;2; SaLES eXeCUtIVE ;3;;nan;5431;1;;;13;3;3;nan;3;10;2;3;10;nan;1;2;nan;1993;1000000000$; SaLES eXeCUtIVE  -  Sales ;;Yes
123;31;No;;1232,0$;;7;4;Medical;1;nan;3;1;39;3;3; maNUfActuRinG diRectOR ;4;;nan;25713;1;Y;;14;3;3;nan;0;11;2;2;11;nan;4;10;nan;1992;1000000000$;;;False
124;36;No;;541,0$;;3;4;Medical;1;481;1;0;48;2;3; SAles exEcUtivE ;4;Married;nan;7246;4;Y;No;11;3;1;nan;1;16;2;3;13;nan;1;12;nan;1987;1000000000$;;;True
125;36;No;travel_rarely;164,0$;;2;2;;1;513;2;0;61;2;3; saLes eXECUTIVE ;3;Married;nan;3809;1;;;13;3;2;nan;2;10;2;3;10;nan;9;0;nan;1987;1000000000$;;;True
126;55;No;travel_rarely;1117,0$;;18;5;;1;597;1;1;83;3;4; MAnAgER ;2;Single;nan;9873;3;Y;No;23;4;4;nan;0;37;2;3;10;nan;7;7;nan;1968;1000000000$;;;1
127;35;No;;619,0$;;1;3;;1;600;2;0;85;3;2; SAles exEcutiVE ;3;;nan;18659;9;Y;;11;3;3;nan;0;15;2;3;11;nan;6;9;nan;1988;1000000000$;;;1
128;42;No;travel_rarely;319,0$;;24;3;Medical;1;nan;4;0;56;3;3; MANufactURINg DirEctOR ;1;Married;nan;6950;1;;;21;4;4;80;1;10;5;2;10;nan;5;8;nan;1981;1000000000$;;;False
129;52;No;travel_rarely;956,0$;;6;2;;1;630;4;0;78;3;2; RESEarCh sCiENTIst ;1;Divorced;5577;22087;3;Y;Yes;12;nan;2;nan;2;18;3;3;10;nan;6;9;5577;1971;1000000000$;;;Yes
130;49;No;;1245,0$;;18;4;Life Sciences;1;638;4;0;58;2;5; reseArcH DIRectOr ;3;;nan;2125;1;;Yes;17;3;3;nan;1;nan;5;3;31;nan;0;9;nan;1974;1000000000$;;;1
131;34;No;travel_rarely;1397,0$; Research & Development ;1;5;;1;683;2;0;42;3;1; reSEarCH scIentISt ;4;Married;2691;7660;1;;No;12;3;4;80;1;nan;4;2;10;nan;8;8;2691;1989;1000000000$; reSEarCH scIentISt  -  Research & Development ;;Yes
132;33;Yes;travel_rarely;527,0$;;1;4;Other;1;780;4;0;63;3;1; rESearCh SCiEnTIST ;4;Single;nan;5207;1;Y;;13;3;3;80;0;10;2;2;10;nan;7;8;nan;1990;1000000000$;;;0
133;33;No;;213,0$; Research & Development ;7;3;Medical;1;817;3;0;49;3;3; ReSeARCh DiRECtor ;3;Married;nan;25995;0;;No;11;3;4;nan;0;nan;3;4;13;nan;3;7;nan;1990;1000000000$; ReSeARCh DiRECtor  -  Research & Development ;;True
134;53;No;travel_rarely;nan$;;23;4;;1;901;4;1;72;3;4; RESEARcH DirecToR ;4;;nan;20206;6;Y;No;18;3;3;nan;0;33;0;3;12;nan;3;8;nan;1970;1000000000$;;;1
135;49;No;travel_rarely;527,0$;;8;2;Other;1;944;1;1;51;3;3; LAboRatORY TeCHNicIAn ;2;Married;7403;22477;4;;;11;3;3;nan;1;29;3;2;26;nan;1;7;7403;1974;1000000000$;;;0
136;35;No;;882,0$;;-21;4;;1;984;21;0;Not Available;3;3; SaLeS exEcuTIVE ;4;;nan;6812;6;Y;;13;3;2;80;1;nan;2;3;10;nan;0;8;nan;1988;1000000000$;;;0
137;38;No;travel_rarely;330,0$;;17;1;Life Sciences;1;1088;3;1;65;2;3; heAlThCARE rEpreSentaTIVE ;3;Married;8823;24608;0;;;18;3;1;nan;1;20;4;2;19;nan;1;9;8823;1985;1000000000$;;;0
138;46;No;;406,0$; Sales ;3;1;Marketing;1;1124;1;0;Not Available;3;4; MaNAgeR ;3;Married;nan;15596;3;Y;No;12;3;4;nan;1;nan;3;3;12;nan;4;9;nan;1977;1000000000$; MaNAgeR  -  Sales ;;0
139;36;No;non-travel;217,0$;;18;4;;1;nan;1;0;78;3;2; MaNuFacTUriNG dIRectOr ;4;Single;nan;23238;2;Y;;20;4;1;nan;0;18;0;3;11;nan;0;9;nan;1987;1000000000$;;;False
140;42;Yes;travel_frequently;481,0$;;-15;3;Life Sciences;1;1167;15;0;44;3;4; salEs EXecuTIve ;1;Single;nan;2447;0;;;12;nan;2;nan;0;nan;2;2;21;nan;13;14;nan;1981;1000000000$;;;Yes
141;34;No;travel_frequently;669,0$;;1;3;;1;1184;4;0;97;2;2; HEAlTHcaRe rEpreseNTatIvE ;1;Single;nan;25755;0;;No;20;4;3;nan;0;14;3;3;13;nan;4;9;nan;1989;1000000000$;;;1
142;30;No;travel_rarely;1465,0$; Research & Development ;1;3;Medical;1;nan;4;0;63;3;1; RESEArCH sCIenTIst ;2;;3579;9369;0;;Yes;21;4;1;nan;1;12;2;3;11;nan;5;7;3579;1993;1000000000$; RESEArCH sCIenTIst  -  Research & Development ;;1
143;54;No;travel_rarely;685,0$;;3;3;Life Sciences;1;nan;4;0;85;3;4; rESeArCH dIrECtor ;4;Married;17779;23474;3;;No;14;3;1;80;0;36;2;3;10;nan;0;9;17779;1969;1000000000$;;;1
144;31;No;travel_rarely;1062,0$;;24;3;Medical;1;1252;3;1;96;2;2; HeALThCARE rEPreSENTAtivE ;1;Single;nan;17198;1;;No;19;nan;2;nan;0;10;2;3;10;nan;1;8;nan;1992;1000000000$;;;False
145;44;No;;1099,0$;;5;3;;1;1267;2;0;88;3;5; MANAGEr ;2;Married;18213;8751;7;;No;11;3;3;80;1;26;5;3;22;nan;3;10;18213;1979;1000000000$;;;True
146;55;No;non-travel;177,0$;;8;1;;1;1278;4;0;37;2;4; HeaLtHCARe rEPREsEnTATIVE ;2;Divorced;13577;25592;1;Y;Yes;15;3;4;nan;1;nan;3;3;33;nan;15;0;13577;1968;1000000000$;;;False
147;44;No;travel_rarely;1199,0$;;4;2;Life Sciences;1;1288;3;0;92;4;5; manAger ;1;Divorced;19190;17477;1;Y;No;14;3;4;nan;2;nan;4;2;25;nan;14;13;19190;1979;1000000000$;;;False
148;34;No;travel_frequently;648,0$; Human Resources ;11;3;Life Sciences;1;nan;3;0;56;2;2; hUMAn reSoUrCES ;2;;nan;21833;4;Y;No;11;3;4;nan;2;14;5;4;10;nan;1;8;nan;1989;1000000000$; hUMAn reSoUrCES  -  Human Resources ;;1
149;39;No;;412,0$;;13;4;;1;1307;3;1;94;2;4; mANaGeR ;2;Divorced;17123;17334;6;;Yes;13;3;4;nan;2;nan;4;3;19;nan;15;2;17123;1984;1000000000$;;;0
150;55;No;travel_rarely;282,0$;;2;2;Medical;1;1336;4;1;58;1;5; MANagER ;3;;19187;6992;4;Y;;14;nan;4;nan;1;23;5;3;19;nan;9;11;19187;1968;1000000000$;;;True
151;51;No;;770,0$;;5;3;Life Sciences;1;1352;3;0;84;3;4; manAGeR ;2;;nan;17588;1;Y;;11;3;2;80;1;nan;2;3;33;nan;0;10;nan;1972;1000000000$;;;True
152;58;Yes;;601,0$;;-14;4;Medical;1;1360;14;1;53;2;3; mAnUFACTURIng dIreCtOr ;1;Marreid;10008;12023;7;Y;;14;3;4;80;0;nan;0;2;10;nan;5;9;10008;1965;1000000000$;;;True
153;48;No;;855,0$;;4;3;Life Sciences;1;nan;4;0;54;3;3; maNUfaCTUriNG dIreCtor ;4;Single;nan;18706;1;Y;No;11;3;3;nan;0;11;2;3;10;nan;0;8;nan;1975;1000000000$;;;1
154;29;No;travel_rarely;332,0$; Human Resources ;17;3;;1;1419;2;0;51;2;3; HUmAN rESOuRceS ;1;Single;7988;9769;1;Y;;13;3;1;nan;0;nan;3;2;10;nan;0;9;7988;1994;1000000000$; HUmAN rESOuRceS  -  Human Resources ;;False
155;34;No;;1326,0$;;3;3;Other;1;1478;4;0;81;1;2; sAles ExecUTiVE ;1;Single;nan;15891;3;;No;18;nan;4;80;0;15;2;3;13;nan;3;12;nan;1989;1000000000$;;;1
156;42;No;travel_frequently;748,0$;;9;2;;1;1480;1;1;74;3;1; lABoRAtoRY TECHNicIAN ;4;;nan;16458;1;;;13;3;3;nan;0;12;3;3;12;nan;5;8;nan;1981;1000000000$;;;Yes
157;57;No;travel_rarely;405,0$;;1;2;Life Sciences;1;nan;2;0;93;4;2; REsearCh ScienTIst ;3;Married;nan;2721;0;;No;24;4;1;nan;1;13;2;2;12;nan;2;8;nan;1966;1000000000$;;;True
158;34;Yes;travel_rarely;790,0$;;24;4;;1;1489;1;1;40;2;2; sAles EXecutiVE ;2;Single;nan;7815;0;Y;Yes;23;4;3;nan;0;16;2;4;15;nan;10;10;nan;1989;1000000000$;;;0
159;54;No;travel_frequently;1050,0$;;11;4;Medical;1;1520;2;1;87;3;4; manaGeR ;4;;nan;24456;3;Y;No;20;nan;1;nan;1;26;2;3;14;nan;1;12;nan;1969;1000000000$;;;1
160;34;No;travel_rarely;971,0$;;1;3;;1;1535;4;0;64;2;3; saLEs exEcUTiVE ;3;;7083;12288;1;Y;;14;3;4;80;0;nan;3;3;10;nan;8;6;7083;1989;1000000000$;;;0
161;29;No;;1370,0$;;3;1;Medical;1;1586;2;0;87;3;1; lAboratorY tecHNIciAN ;1;Single;4723;16213;1;;;18;3;4;nan;0;nan;3;nan;10;nan;1;5;4723;1994;1000000000$;;;True
162;35;No;travel_rarely;750,0$;;28;3;Life Sciences;1;1596;2;0;46;4;2; LAboraTORy TEcHNiCIAN ;3;;3407;25348;1;;;17;nan;4;nan;2;nan;3;2;10;nan;6;8;3407;1988;1000000000$;;;True
163;35;Yes;;880,0$;;12;4;Other;1;1667;4;0;36;3;2; Sales ExecUtIVe ;4;;nan;10414;3;;;24;4;1;nan;0;13;2;4;11;nan;6;7;nan;1988;1000000000$;;;True
164;34;No;travel_rarely;678,0$;;19;3;Life Sciences;1;1701;2;1;35;2;1; rEseaRcH SCienTist ;4;Married;2929;20338;1;;No;12;3;2;nan;0;10;3;3;10;nan;8;7;2929;1989;1000000000$;;;1
165;43;No;;1179,0$;;2;3;;1;1706;4;0;73;3;2; Sales eXEcUtIVE ;4;;nan;6069;1;Y;Yes;17;3;1;nan;1;10;3;3;10;nan;8;8;nan;1980;1000000000$;;;False
166;58;No;non-travel;350,0$;;2;3;Medical;1;nan;2;0;52;3;4; maNaGer ;2;Divorced;nan;22577;4;;No;22;4;4;nan;1;37;0;2;16;nan;14;14;nan;1965;1000000000$;;;Yes
167;36;No;travel_rarely;1266,0$; Sales ;-14;4;;1;nan;14;1;63;2;2; SaleS EXeCuTivE ;3;Marreid;nan;6060;1;;Yes;13;3;1;nan;1;10;4;3;10;nan;1;7;nan;1987;1000000000$; SaleS EXeCuTivE  -  Sales ;;False
168;43;No;travel_rarely;574,0$;;11;3;Life Sciences;1;1971;1;0;30;3;3; hEALThcarE RepReSeNTAtIve ;3;Married;nan;16873;1;Y;;17;3;2;nan;1;10;1;3;10;nan;0;9;nan;1980;1000000000$;;;1
169;55;No;;189,0$;;26;4;Human Resources;1;nan;3;0;71;4;5; MAnAgEr ;2;Married;nan;25811;4;;Yes;18;3;1;80;1;35;0;3;10;nan;1;4;nan;1968;1000000000$;;;Yes
170;42;No;;nan$; Research & Development ;23;2;;1;1976;4;0;37;2;2; ReSeARch scIENTISt ;3;Single;nan;14811;1;Y;;12;3;4;80;0;20;2;3;20;nan;3;7;nan;1981;1000000000$; ReSeARch scIENTISt  -  Research & Development ;;True
171;40;No;;692,0$;;11;3;Technical Degree;1;1985;4;1;73;3;2; LABORaTorY TECHniciaN ;3;Married;nan;26849;1;;;11;nan;1;nan;1;10;2;4;10;nan;9;4;nan;1983;1000000000$;;;True
172;56;Yes;;310,0$; Research & Development ;7;2;Technical Degree;1;2032;4;0;72;3;1; LaBoRaTorY TeChNicIAn ;3;Married;nan;3666;8;Y;No;11;3;4;80;1;14;4;1;10;nan;9;8;nan;1967;1000000000$; LaBoRaTorY TeChNicIAn  -  Research & Development ;;Yes
173;39;No;travel_rarely;722,0$;;-33;1;Marketing;1;2056;33;1;60;2;4; sAleS execuTiVE ;4;;12031;8828;0;Y;;11;3;1;80;1;nan;2;2;20;nan;9;6;12031;1984;1000000000$;;;Yes
174;53;No;travel_rarely;1219,0$;;2;4;Life Sciences;1;nan;1;1;78;2;4; mANAgER ;4;Married;15427;22021;2;;No;16;3;3;80;0;nan;3;3;25;nan;3;7;15427;1970;1000000000$;;;1
175;27;No;travel_frequently;994,0$;;8;3;;1;nan;4;0;37;3;3; sALes exECuTiVE ;3;Single;nan;2975;1;Y;No;15;3;4;nan;0;9;0;3;9;nan;1;7;nan;1996;1000000000$;;;0
176;30;No;travel_frequently;721,0$;;1;2;;1;57;3;1;58;3;2; LABOrATorY TechNIcIaN ;4;;nan;10781;1;;;23;4;4;nan;0;12;2;nan;12;nan;3;7;nan;1993;1000000000$;;;Yes
177;35;No;;853,0$;;18;5;Life Sciences;1;nan;2;0;71;3;3; sAlES eXeCuTIVe ;1;Married;nan;11031;1;Y;;22;4;4;80;1;9;3;2;9;nan;1;8;nan;1988;1000000000$;;;True
178;32;No;travel_rarely;427,0$; Research & Development ;1;3;Medical;1;78;1;0;Not Available;3;2; ManUfaCTUriNg dIReCtor ;4;Married;6162;10877;1;;Yes;22;4;2;nan;1;9;3;3;9;nan;7;8;6162;1991;1000000000$; ManUfaCTUriNg dIReCtor  -  Research & Development ;;1
179;30;No;travel_rarely;852,0$;;1;1;Life Sciences;1;104;4;0;55;2;2; LaboraTOry TEcHniCiAN ;4;Married;5126;15998;1;;;12;3;3;nan;2;nan;1;nan;10;nan;3;0;5126;1993;1000000000$;;;0
180;46;Yes;;669,0$; Sales ;9;2;Medical;1;118;3;0;64;2;3; saLES ExECuTIVe ;4;;9619;13596;1;;No;16;3;4;nan;0;9;3;3;9;nan;4;7;9619;1977;1000000000$; saLES ExECuTIVe  -  Sales ;;False
181;30;No;travel_rarely;1334,0$;;4;2;;1;121;3;1;63;2;2; sALeS execUTiVE ;2;;nan;19760;1;;Yes;12;3;2;nan;3;11;4;2;11;nan;2;7;nan;1993;1000000000$;;;False
182;32;No;;1093,0$;;6;4;;1;125;2;0;87;3;2; saLEs executive ;3;Single;5010;24301;1;Y;No;16;3;1;80;0;12;0;3;11;nan;5;7;5010;1991;1000000000$;;;1
183;35;No;travel_rarely;nan$;;-37;5;Marketing;1;nan;3;0;94;3;3; SAles ExeCUTiVE ;2;Married;nan;11439;1;Y;;13;3;1;nan;2;nan;3;3;10;nan;0;6;nan;1988;1000000000$;;;False
184;32;No;;967,0$;;8;3;Marketing;1;207;2;1;43;3;3; sAleS exeCUTiVe ;4;Single;nan;15589;1;Y;;14;3;4;80;0;9;2;3;9;nan;3;7;nan;1991;1000000000$;;;1
185;41;No;travel_rarely;465,0$; Research & Development ;-34;3;Life Sciences;1;227;1;0;56;3;1; RESEaRch SCIEntISt ;3;Divorced;nan;4609;4;Y;No;12;3;1;nan;1;nan;2;3;9;nan;1;8;nan;1982;1000000000$; RESEaRch SCIEntISt  -  Research & Development ;;1
186;40;No;travel_rarely;989,0$;;4;1;Medical;1;253;4;1;46;3;5; manaGEr ;3;;19033;6499;1;;No;14;3;2;nan;1;21;2;3;20;nan;9;9;19033;1983;1000000000$;;;0
187;45;No;;1195,0$;;2;2;;1;264;1;0;65;2;4; MAnagEr ;4;Married;nan;20462;9;Y;No;23;4;4;nan;1;22;1;3;20;nan;11;8;nan;1978;1000000000$;;;1
188;32;Yes;travel_rarely;1045,0$;;4;4;;1;291;4;0;32;1;3; SALeS eXecUTiVe ;4;Married;10400;25812;1;;No;11;3;3;80;0;14;2;2;14;nan;9;8;10400;1991;1000000000$;;;0
189;30;No;non-travel;829,0$; Research & Development ;1;1;Life Sciences;1;292;3;0;88;2;3; mAnUFaCtUrinG diReCtor ;3;;nan;20925;1;;No;22;4;3;80;0;nan;2;3;11;nan;5;8;nan;1993;1000000000$; mAnUFaCtUrinG diReCtor  -  Research & Development ;;1
190;37;No;;663,0$;;11;3;;1;306;2;0;47;3;3; REsEARcH dIreCTor ;4;;nan;10056;1;;;14;3;3;nan;3;nan;1;3;10;nan;0;7;nan;1986;1000000000$;;;True
191;37;No;;319,0$;;4;4;;1;nan;1;0;41;3;1; SAlEs repReSEnTaTiVE ;4;Divorced;2793;2539;4;;No;17;3;3;80;1;13;2;3;9;nan;5;8;2793;1986;1000000000$;;;0
192;40;No;;1300,0$;;24;2;Technical Degree;1;335;1;0;62;3;2; reSEARch scIeNTIST ;4;;nan;24447;1;Y;No;17;3;1;nan;2;nan;3;3;9;nan;4;7;nan;1983;1000000000$;;;False
193;36;No;non-travel;1105,0$;;24;4;;1;nan;2;1;47;3;2; lAbORATorY teChnICiaN ;2;Married;5674;6927;7;;;15;3;3;nan;1;11;3;3;9;nan;0;8;5674;1987;1000000000$;;;True
194;32;No;travel_rarely;906,0$;;7;3;Life Sciences;1;420;4;0;91;2;2; SalEs eXEcuTIVE ;3;Married;nan;16985;1;Y;;14;3;3;nan;1;13;3;2;13;nan;4;8;nan;1991;1000000000$;;;True
195;38;No;;849,0$;;25;2;Life Sciences;1;421;1;1;81;2;3; rEseaRch DIRECTOr ;2;;nan;26707;3;Y;;17;3;3;nan;1;nan;2;3;10;nan;0;1;nan;1985;1000000000$;;;1
196;30;No;travel_rarely;1275,0$;;28;2;;1;441;4;1;64;3;2; resEarcH sCiEnTISt ;4;Married;nan;11934;1;;No;13;3;4;80;2;11;2;3;10;nan;1;9;nan;1993;1000000000$;;;Yes
197;39;No;;1218,0$;;1;1;;1;531;2;0;52;3;5; ManAger ;3;;19197;8213;1;;;14;3;3;nan;1;21;3;3;21;nan;1;6;19197;1984;1000000000$;;;True
198;60;No;;422,0$;;7;3;Life Sciences;1;549;1;1;41;3;5; MaNagEr ;1;;nan;3854;5;;No;11;3;4;80;0;33;5;1;29;nan;11;10;nan;1963;1000000000$;;;True
199;30;No;;1398,0$;;22;4;Other;1;567;3;1;69;3;3; SaLes ExecUtiVE ;1;;8412;2890;0;;;11;3;3;nan;0;10;3;3;9;nan;7;8;8412;1993;1000000000$;;;True
200;31;No;travel_rarely;1274,0$; Research & Development ;9;1;;1;581;3;0;Not Available;3;3; maNUFAcTURING direCTOr ;2;Divorced;nan;14394;1;Y;No;25;4;4;nan;1;nan;6;4;13;nan;0;8;nan;1992;1000000000$; maNUFAcTURING direCTOr  -  Research & Development ;;Yes
201;33;Yes;;1076,0$;;3;3;Life Sciences;1;702;1;0;70;3;1; RESeArCh sCIentIst ;1;Single;3348;3164;1;Y;Yes;11;3;1;80;0;nan;3;3;10;nan;9;7;3348;1990;1000000000$;;;False
202;50;No;;1207,0$;;28;1;Medical;1;716;4;0;74;4;1; LAboRaTorY teChniCiaN ;3;Married;nan;3297;1;Y;Yes;11;nan;3;nan;3;20;3;3;20;nan;3;8;nan;1973;1000000000$;;;Yes
203;32;No;;430,0$; Research & Development ;24;4;Life Sciences;1;772;1;0;80;3;2; labOraTORy techNicIan ;4;;5309;21146;1;;No;15;nan;4;nan;2;10;2;3;10;nan;4;7;5309;1991;1000000000$; labOraTORy techNicIan  -  Research & Development ;;Yes
204;42;No;;933,0$;;29;3;;1;836;2;0;98;3;2; manuFACtuRiNg DIrEcTor ;2;;nan;11806;1;;;13;3;4;80;1;10;3;2;9;nan;7;8;nan;1981;1000000000$;;;True
205;49;Yes;;1184,0$; Sales ;11;3;Marketing;1;840;3;1;43;3;3; SAlEs ExeCUtive ;4;Married;7654;5860;1;;No;18;3;1;nan;2;nan;3;4;9;nan;7;7;7654;1974;1000000000$; SAlEs ExeCUtive  -  Sales ;;0
206;27;No;;nan$;;5;1;;1;844;3;0;42;2;3; REsEARCH dIReCTor ;4;Divorced;12808;8842;1;;;16;3;2;nan;1;nan;3;3;9;nan;0;8;12808;1996;1000000000$;;;Yes
207;33;No;travel_rarely;586,0$;;1;3;Medical;1;nan;1;0;48;4;2; sALES ExEcUTIvE ;1;Divorced;nan;21816;1;Y;;22;nan;1;nan;1;9;5;3;9;nan;0;8;nan;1990;1000000000$;;;Yes
208;52;No;;890,0$; Research & Development ;-26;4;;1;867;3;1;81;2;4; MANUFACturING DIRecToR ;4;Married;nan;19028;3;Y;No;22;4;3;80;0;31;3;3;9;nan;0;0;nan;1971;1000000000$; MANUFACturING DIRecToR  -  Research & Development ;;False
209;32;No;;379,0$;;5;2;Life Sciences;1;889;2;0;48;3;2; saleS exECUtIve ;2;;nan;8891;1;;No;14;3;4;80;1;10;3;3;10;nan;5;3;nan;1991;1000000000$;;;1
210;36;No;;1425,0$;;14;1;Life Sciences;1;924;3;0;68;3;2; heAltHcArE rEprEseNtatIVE ;4;;6586;4821;0;Y;;17;3;1;nan;1;nan;2;2;16;nan;4;11;6586;1987;1000000000$;;;0
211;31;No;non-travel;1188,0$; Sales ;20;2;;1;nan;4;1;45;3;2; Sales eXECuTIvE ;3;;nan;24406;1;;;13;3;4;nan;1;nan;2;2;9;nan;0;0;nan;1992;1000000000$; Sales eXECuTIvE  -  Sales ;;False
212;36;No;travel_rarely;938,0$;;2;4;Medical;1;nan;3;0;79;3;1; laBORATORy tECHNICIan ;3;Single;2519;12287;4;Y;No;21;4;3;nan;0;nan;6;3;11;nan;3;9;2519;1987;1000000000$;;;True
213;52;No;;1053,0$;;1;2;Life Sciences;1;976;4;0;70;3;4; MAnager ;4;Married;17099;13829;2;;;15;3;2;80;1;26;2;nan;9;nan;7;8;17099;1971;1000000000$;;;1
214;33;No;non-travel;722,0$;;17;3;;1;992;4;0;38;3;4; MaNagER ;3;Single;nan;20489;1;;;11;3;4;nan;0;10;2;3;10;nan;6;0;nan;1990;1000000000$;;;0
215;45;No;non-travel;248,0$;;23;2;Life Sciences;1;1002;4;0;42;3;2; LaBoraTORy TeChNiCIAN ;1;;nan;14039;1;;Yes;15;3;3;80;1;9;2;3;9;nan;0;8;nan;1978;1000000000$;;;1
216;thirty-six;No;travel_rarely;796,0$; Research & Development ;12;5;;1;1073;4;1;51;2;3; mANUfaCTuRiNG DiRECtOr ;4;;nan;15669;0;Y;;11;3;2;nan;0;15;2;2;14;nan;7;8;nan;1987;1000000000$; mANUfaCTuRiNG DiRECtOr  -  Research & Development ;;1
217;49;No;;174,0$;;8;4;;1;1138;4;0;56;2;4; sales ExecuTiVe ;2;;13120;11879;6;Y;;17;3;2;80;1;22;3;3;9;nan;2;3;13120;1974;1000000000$;;;False
218;29;Yes;;408,0$;;23;1;;1;nan;4;1;45;2;3; SALeS eXECUtivE ;1;;nan;11162;1;Y;;13;nan;1;nan;1;11;3;1;11;nan;3;10;nan;1994;1000000000$;;;True
219;29;No;;nan$;;6;1;;1;1192;2;1;54;3;1; LABoRaTOrY teChNICiAn ;4;Married;3131;26342;1;;;13;3;1;nan;1;nan;5;3;10;nan;0;8;3131;1994;1000000000$;;;False
220;37;No;;977,0$; Research & Development ;1;3;Life Sciences;1;1196;4;1;56;2;2; ManUFACtURiNg DiRECTOr ;4;Married;nan;9961;1;Y;;13;3;2;80;1;14;2;2;14;nan;3;11;nan;1986;1000000000$; ManUFACtURiNg DiRECTOr  -  Research & Development ;;1
221;33;No;travel_rarely;536,0$;;10;5;;1;nan;4;0;82;4;3; salES eXECUtive ;3;;nan;21708;0;Y;;14;3;4;nan;2;nan;3;3;9;nan;0;8;nan;1990;1000000000$;;;Yes
222;34;No;travel_frequently;135,0$;;19;3;Medical;1;nan;3;1;46;3;2; laboRatoRy teCHNiCiaN ;2;Divorced;4444;22534;4;;No;13;3;3;80;2;15;2;4;11;nan;5;10;4444;1989;1000000000$;;;True
223;28;No;non-travel;1476,0$;;1;3;;1;1315;3;1;55;1;2; lAbORAtORy tECHNiCian ;4;Married;6674;16392;0;;No;11;3;1;nan;3;10;6;3;9;nan;7;5;6674;1995;1000000000$;;;1
224;31;No;non-travel;587,0$;;2;4;;1;1324;4;1;57;3;3; saLEs eXEcUTIvE ;3;;9852;8935;1;;Yes;19;3;1;nan;1;10;5;2;10;nan;9;6;9852;1992;1000000000$;;;True
225;42;No;non-travel;495,0$;;2;1;Life Sciences;1;1334;3;0;Not Available;3;4; manageR ;3;;17861;26582;0;;Yes;13;nan;4;80;0;21;3;2;20;nan;2;10;17861;1981;1000000000$;;;False
226;40;No;travel_rarely;523,0$;;2;3;Life Sciences;1;1346;3;0;98;3;2; RESearCh SCieNTIst ;4;Single;nan;22455;1;;;13;3;3;80;0;9;4;3;9;nan;8;8;nan;1983;1000000000$;;;True
227;34;No;;507,0$;;15;2;Medical;1;1356;3;1;66;3;2; SALEs eXeCuTive ;1;Single;nan;23553;1;Y;;12;3;4;nan;0;nan;6;4;10;nan;9;6;nan;1989;1000000000$;;;1
228;58;No;travel_rarely;1055,0$;;1;3;;1;1423;4;1;76;3;5; REsearCh dIRECTOr ;1;;nan;22456;3;Y;;21;4;3;nan;1;nan;3;3;9;nan;1;5;nan;1965;1000000000$;;;False
229;31;Yes;travel_frequently;1445,0$;;1;5;;1;1459;3;1;100;4;3; MaNuFACTUriNG DIRector ;2;;7446;8931;1;Y;;11;3;1;nan;0;nan;2;3;10;nan;4;7;7446;1992;1000000000$;;;1
230;40;No;non-travel;218,0$;;8;1;;1;nan;4;0;55;2;3; ResEARcH DIrEcToR ;2;;13757;25178;2;;No;11;3;3;nan;1;16;5;3;9;nan;4;8;13757;1983;1000000000$;;;1
